Date,Open,High,Low,Close,Adj Close,Volume
2013-08-27,118.239998,119.669998,118.070000,118.809998,118.809998,5185600
2013-08-28,119.459999,122.360001,119.459999,121.809998,121.809998,7615400
2013-08-29,121.150002,121.559998,120.059998,120.370003,120.370003,5488800
2013-08-30,120.519997,120.879997,120.070000,120.430000,120.430000,4696100
2013-09-03,121.339996,121.480003,120.000000,120.550003,120.550003,4154300
2013-09-04,120.349998,121.269997,119.940002,120.860001,120.860001,3671200
2013-09-05,121.080002,121.669998,120.910004,121.370003,121.370003,3337300
2013-09-06,121.529999,122.750000,119.010002,121.209999,121.209999,5690200
2013-09-09,121.209999,122.470001,121.209999,122.220001,122.220001,4482000
2013-09-10,122.820000,123.010002,121.209999,123.010002,123.010002,6000800
2013-09-11,123.050003,124.000000,122.790001,123.919998,123.919998,4995800
2013-09-12,124.050003,124.620003,123.639999,123.889999,123.889999,4529700
2013-09-13,123.980003,124.830002,123.809998,124.139999,124.139999,3094000
2013-09-16,124.980003,125.190002,123.980003,124.080002,124.080002,4277800
2013-09-17,124.099998,125.190002,124.080002,124.339996,124.339996,5458200
2013-09-18,124.360001,126.430000,123.820000,125.820000,125.820000,6296900
2013-09-19,125.860001,126.120003,125.250000,125.440002,125.440002,4440800
2013-09-20,125.660004,126.230003,124.739998,124.919998,124.919998,10264700
2013-09-23,124.620003,125.620003,124.570000,125.519997,125.519997,5450600
2013-09-24,125.339996,125.839996,124.410004,124.489998,124.489998,6097900
2013-09-25,124.769997,125.029999,124.070000,124.070000,124.070000,4498900
2013-09-26,124.099998,124.440002,123.019997,123.489998,123.489998,5022600
2013-09-27,123.230003,123.260002,122.510002,122.639999,122.639999,4518800
2013-09-30,121.599998,122.019997,120.500000,121.500000,121.500000,6421800
2013-10-01,121.269997,121.739998,120.839996,121.320000,121.320000,4702300
2013-10-02,121.040001,121.180000,119.760002,120.830002,120.830002,5899800
2013-10-03,120.620003,120.660004,117.930000,118.250000,118.250000,10203700
2013-10-04,118.500000,118.540001,117.519997,118.129997,118.129997,6538500
2013-10-07,117.430000,118.500000,117.209999,117.870003,117.870003,5677400
2013-10-08,117.889999,118.089996,116.709999,116.730003,116.730003,6744200
2013-10-09,116.550003,116.800003,115.320000,116.129997,116.129997,8861700
2013-10-10,115.239998,116.379997,114.440002,116.379997,116.379997,11133000
2013-10-11,116.570000,117.709999,115.930000,117.669998,117.669998,6535800
2013-10-14,117.330002,118.750000,116.320000,118.580002,118.580002,4789800
2013-10-15,118.559998,119.070000,117.769997,118.150002,118.150002,6414700
2013-10-16,119.419998,119.720001,118.339996,119.160004,119.160004,5614200
2013-10-17,119.099998,119.610001,118.669998,119.519997,119.519997,5254800
2013-10-18,119.610001,119.849998,119.129997,119.650002,119.650002,6231100
2013-10-21,119.629997,120.190002,119.309998,119.820000,119.820000,4360700
2013-10-22,120.139999,120.790001,119.709999,120.639999,120.639999,6444900
2013-10-23,120.290001,120.639999,119.839996,120.129997,120.129997,4961900
2013-10-24,120.669998,121.000000,119.910004,120.559998,120.559998,4188100
2013-10-25,120.589996,121.220001,120.269997,120.589996,120.589996,4273300
2013-10-28,120.559998,121.150002,120.089996,120.910004,120.910004,5497700
2013-10-29,121.330002,122.010002,121.160004,121.500000,121.500000,4241700
2013-10-30,121.540001,121.959999,119.910004,120.300003,120.300003,4999100
2013-10-31,120.150002,121.330002,119.830002,119.959999,119.959999,7752500
2013-11-01,119.040001,119.440002,117.000000,118.010002,118.010002,9344200
2013-11-04,118.589996,118.599998,117.320000,118.099998,118.099998,6670300
2013-11-05,117.599998,118.900002,117.070000,118.449997,118.449997,6623300
2013-11-06,119.300003,121.410004,118.820000,121.139999,121.139999,8373200
2013-11-07,121.599998,121.879997,119.419998,119.910004,119.910004,10131200
2013-11-08,119.669998,121.209999,119.580002,121.190002,121.190002,11331000
2013-11-11,121.180000,121.500000,120.709999,121.080002,121.080002,3427600
2013-11-12,121.029999,121.250000,119.629997,120.000000,120.000000,6914200
2013-11-13,119.580002,120.150002,119.190002,120.089996,120.089996,6212000
2013-11-14,119.580002,119.930000,119.320000,119.559998,119.559998,5470900
2013-11-15,119.779999,120.269997,119.129997,120.059998,120.059998,6008000
2013-11-18,120.709999,120.889999,120.070000,120.559998,120.559998,4788700
2013-11-19,120.550003,122.379997,120.269997,122.059998,122.059998,5891800
2013-11-20,122.160004,122.750000,121.599998,122.000000,122.000000,4571300
2013-11-21,122.360001,123.599998,122.360001,123.459999,123.459999,4884300
2013-11-22,123.540001,124.190002,122.419998,124.029999,124.029999,3887400
2013-11-25,123.769997,124.099998,123.220001,123.739998,123.739998,3925300
2013-11-26,123.410004,123.699997,122.650002,122.779999,122.779999,4597500
2013-11-27,122.620003,122.739998,121.639999,122.419998,122.419998,3906700
2013-11-29,122.830002,123.300003,122.000000,122.440002,122.440002,3721000
2013-12-02,122.870003,123.059998,122.050003,122.339996,122.339996,5384000
2013-12-03,122.309998,122.900002,121.870003,122.519997,122.519997,5410200
2013-12-04,122.099998,122.830002,121.190002,121.769997,121.769997,4391800
2013-12-05,121.269997,122.000000,120.709999,121.099998,121.099998,4706800
2013-12-06,122.050003,122.360001,121.650002,122.290001,122.290001,4179100
2013-12-09,122.269997,123.879997,122.160004,123.339996,123.339996,7706500
2013-12-10,123.790001,123.940002,122.699997,123.660004,123.660004,5602700
2013-12-11,123.820000,123.889999,121.800003,122.099998,122.099998,7309900
2013-12-12,121.779999,122.099998,120.570000,120.989998,120.989998,7221200
2013-12-13,120.440002,121.139999,119.379997,119.900002,119.900002,5268100
2013-12-16,120.459999,120.699997,119.809998,120.220001,120.220001,7304500
2013-12-17,120.120003,120.230003,118.250000,118.739998,118.739998,6824000
2013-12-18,119.330002,121.769997,119.209999,121.599998,121.599998,8206400
2013-12-19,121.570000,123.400002,121.059998,123.220001,123.220001,6540600
2013-12-20,122.820000,123.790001,122.400002,122.779999,122.779999,9455200
2013-12-23,123.410004,123.589996,122.629997,122.800003,122.800003,4062400
2013-12-24,122.769997,123.550003,122.699997,123.510002,123.510002,1587800
2013-12-26,123.599998,124.989998,123.550003,124.809998,124.809998,3415200
2013-12-27,125.000000,125.650002,124.690002,125.230003,125.230003,3455300
2013-12-30,124.790001,125.209999,123.900002,124.230003,124.230003,4688500
2013-12-31,124.680000,125.169998,123.930000,124.910004,124.910004,3475600
2014-01-02,124.459999,124.879997,123.709999,124.139999,124.139999,4540300
2014-01-03,124.599998,124.889999,123.860001,124.349998,124.349998,3506000
2014-01-06,124.589996,124.800003,123.519997,124.019997,124.019997,4252300
2014-01-07,124.419998,125.320000,123.650002,125.070000,125.070000,4563300
2014-01-08,124.440002,124.459999,122.750000,123.290001,123.290001,8282500
2014-01-09,123.419998,123.419998,122.019997,123.290001,123.290001,5643500
2014-01-10,122.500000,122.839996,120.370003,121.010002,121.010002,8127500
2014-01-13,120.809998,120.900002,119.010002,119.250000,119.250000,6504200
2014-01-14,119.400002,119.750000,118.800003,119.570000,119.570000,6904600
2014-01-15,119.690002,120.070000,119.050003,119.180000,119.180000,5829300
2014-01-16,119.110001,119.290001,118.190002,118.830002,118.830002,5041100
2014-01-17,119.029999,120.379997,118.739998,119.290001,119.290001,7199700
2014-01-21,120.739998,120.889999,119.510002,120.360001,120.360001,5602300
2014-01-22,120.510002,120.760002,119.970001,120.430000,120.430000,4977500
2014-01-23,119.839996,119.849998,118.260002,118.389999,118.389999,6205800
2014-01-24,117.870003,118.139999,116.260002,116.290001,116.290001,7094900
2014-01-27,116.260002,117.250000,115.879997,116.430000,116.430000,6179500
2014-01-28,116.720001,117.029999,116.070000,116.839996,116.839996,4303700
2014-01-29,116.139999,116.889999,115.709999,116.000000,116.000000,5522100
2014-01-30,116.309998,116.959999,115.180000,116.449997,116.449997,5538700
2014-01-31,113.900002,113.900002,111.110001,111.629997,111.629997,15523500
2014-02-03,112.349998,112.459999,110.540001,111.139999,111.139999,11275300
2014-02-04,111.860001,112.040001,110.489998,110.830002,110.830002,9717200
2014-02-05,111.000000,111.000000,109.269997,109.519997,109.519997,10562900
2014-02-06,110.110001,111.349998,109.910004,111.269997,111.269997,7983300
2014-02-07,111.910004,112.120003,110.389999,112.050003,112.050003,7071800
2014-02-10,112.470001,112.470001,111.080002,111.690002,111.690002,9251300
2014-02-11,112.029999,113.870003,111.949997,113.580002,113.580002,6874700
2014-02-12,112.889999,112.889999,111.809998,112.029999,112.029999,6422100
2014-02-13,111.730003,112.739998,111.180000,112.510002,112.510002,5061600
2014-02-14,112.580002,113.830002,111.589996,113.480003,113.480003,6776400
2014-02-18,113.860001,114.110001,112.599998,112.709999,112.709999,6106600
2014-02-19,112.550003,115.050003,112.470001,113.599998,113.599998,7989900
2014-02-20,113.510002,115.330002,113.099998,114.599998,114.599998,8406900
2014-02-21,114.720001,114.739998,112.599998,112.680000,112.680000,9221100
2014-02-24,113.370003,115.000000,113.050003,114.150002,114.150002,7337900
2014-02-25,114.370003,115.440002,114.239998,114.970001,114.970001,5976100
2014-02-26,114.820000,115.860001,114.400002,115.510002,115.510002,6113800
2014-02-27,115.660004,115.820000,114.559998,115.690002,115.690002,4922600
2014-02-28,115.870003,116.739998,114.809998,115.330002,115.330002,6944600
2014-03-03,114.790001,116.190002,114.260002,114.839996,114.839996,6046200
2014-03-04,115.889999,116.269997,115.260002,115.320000,115.320000,5611500
2014-03-05,115.080002,115.260002,114.010002,114.430000,114.430000,6703700
2014-03-06,114.709999,115.150002,114.349998,114.849998,114.849998,5179600
2014-03-07,115.070000,115.949997,114.639999,115.080002,115.080002,5055600
2014-03-10,115.449997,115.940002,114.120003,115.839996,115.839996,6203000
2014-03-11,115.900002,116.230003,114.239998,114.510002,114.510002,6274300
2014-03-12,114.139999,116.360001,114.129997,115.650002,115.650002,6812900
2014-03-13,115.599998,115.750000,114.120003,114.449997,114.449997,5405100
2014-03-14,114.360001,114.900002,113.680000,114.099998,114.099998,6280000
2014-03-17,114.260002,115.290001,114.129997,115.070000,115.070000,5894500
2014-03-18,115.620003,116.559998,115.199997,116.239998,116.239998,6329600
2014-03-19,115.879997,116.739998,114.660004,115.199997,115.199997,5569600
2014-03-20,114.849998,116.080002,114.320000,115.510002,115.510002,5280600
2014-03-21,116.290001,118.000000,115.580002,115.629997,115.629997,14893600
2014-03-24,116.000000,116.690002,115.650002,115.849998,115.849998,5386900
2014-03-25,116.230003,117.190002,116.209999,117.089996,117.089996,5573000
2014-03-26,117.800003,118.279999,117.360001,117.709999,117.709999,5971600
2014-03-27,117.750000,117.989998,116.830002,117.669998,117.669998,5224600
2014-03-28,118.129997,118.550003,117.699997,118.500000,118.500000,5875100
2014-03-31,118.790001,119.620003,118.489998,118.910004,118.910004,5482700
2014-04-01,119.150002,119.610001,118.839996,119.000000,119.000000,5391400
2014-04-02,118.519997,119.540001,118.519997,119.349998,119.349998,4505600
2014-04-03,119.779999,119.790001,118.889999,119.040001,119.040001,4446400
2014-04-04,119.750000,119.750000,118.589996,118.800003,118.800003,5301300
2014-04-07,118.320000,118.820000,117.339996,117.339996,117.339996,5241300
2014-04-08,117.660004,118.309998,117.180000,117.800003,117.800003,4706100
2014-04-09,117.830002,119.250000,117.589996,119.099998,119.099998,5376500
2014-04-10,117.199997,118.059998,116.550003,116.690002,116.690002,8769200
2014-04-11,116.500000,117.730003,116.500000,117.029999,117.029999,7028800
2014-04-14,117.839996,118.830002,117.339996,118.699997,118.699997,6817700
2014-04-15,118.709999,120.309998,118.339996,120.300003,120.300003,7681900
2014-04-16,120.900002,122.120003,120.900002,121.830002,121.830002,7277000
2014-04-17,121.720001,123.849998,121.720001,123.680000,123.680000,8604900
2014-04-21,123.050003,124.400002,123.050003,124.239998,124.239998,6351100
2014-04-22,123.870003,124.349998,123.610001,124.000000,124.000000,5849200
2014-04-23,124.190002,124.959999,124.190002,124.690002,124.690002,5596300
2014-04-24,124.839996,124.919998,124.139999,124.300003,124.300003,5185300
2014-04-25,124.230003,124.699997,123.580002,123.989998,123.989998,5776300
2014-04-28,124.260002,126.059998,124.250000,125.730003,125.730003,7687800
2014-04-29,125.919998,127.269997,125.760002,125.970001,125.970001,6666800
2014-04-30,125.760002,125.980003,125.309998,125.519997,125.519997,6123500
2014-05-01,125.660004,125.760002,124.279999,124.940002,124.940002,6379600
2014-05-02,123.900002,125.800003,123.580002,124.720001,124.720001,5406100
2014-05-05,124.820000,125.849998,124.339996,125.360001,125.360001,4224400
2014-05-06,125.000000,125.690002,124.519997,124.970001,124.970001,5600000
2014-05-07,125.949997,126.779999,125.639999,126.230003,126.230003,5436000
2014-05-08,125.699997,126.129997,124.870003,125.089996,125.089996,5009800
2014-05-09,125.389999,126.070000,124.639999,125.029999,125.029999,4826100
2014-05-12,125.570000,125.570000,124.629997,125.239998,125.239998,4914700
2014-05-13,125.570000,125.989998,124.970001,125.849998,125.849998,4415200
2014-05-14,126.139999,126.779999,125.760002,126.419998,126.419998,4961400
2014-05-15,125.169998,125.500000,123.550003,123.809998,123.809998,5939500
2014-05-16,123.959999,124.349998,122.889999,123.180000,123.180000,6435100
2014-05-19,122.949997,123.419998,122.849998,122.949997,122.949997,4042300
2014-05-20,122.949997,123.099998,122.239998,122.500000,122.500000,4044400
2014-05-21,123.000000,124.360001,122.940002,124.160004,124.160004,4758700
2014-05-22,124.099998,124.410004,123.559998,123.629997,123.629997,3262700
2014-05-23,124.099998,124.360001,123.330002,123.370003,123.370003,3808100
2014-05-27,123.760002,123.989998,122.750000,122.839996,122.839996,4283300
2014-05-28,122.900002,123.309998,122.519997,122.519997,122.519997,4702900
2014-05-29,122.889999,122.900002,121.650002,122.320000,122.320000,6255000
2014-05-30,122.239998,122.879997,122.010002,122.790001,122.790001,5174700
2014-06-02,122.930000,123.040001,122.010002,122.209999,122.209999,3689800
2014-06-03,122.389999,122.820000,121.720001,122.550003,122.550003,3563800
2014-06-04,122.320000,122.680000,122.000000,122.349998,122.349998,3285500
2014-06-05,122.529999,123.779999,122.459999,123.519997,123.519997,4220600
2014-06-06,123.699997,124.699997,123.540001,124.190002,124.190002,4295400
2014-06-09,124.010002,124.639999,123.879997,124.370003,124.370003,3657700
2014-06-10,124.980003,125.370003,124.150002,125.339996,125.339996,5869400
2014-06-11,125.129997,125.470001,124.620003,125.180000,125.180000,4570900
2014-06-12,125.730003,126.230003,125.419998,126.110001,126.110001,6815800
2014-06-13,125.940002,127.260002,125.900002,127.260002,127.260002,5573600
2014-06-16,127.150002,128.809998,127.139999,128.539993,128.539993,7065300
2014-06-17,127.900002,129.039993,127.570000,128.830002,128.830002,6720700
2014-06-18,128.960007,130.500000,128.360001,130.279999,130.279999,7697700
2014-06-19,130.289993,132.000000,129.910004,131.990005,131.990005,7419900
2014-06-20,131.949997,132.399994,130.880005,132.339996,132.339996,11348300
2014-06-23,132.520004,133.570007,132.419998,132.979996,132.979996,11006900
2014-06-24,132.740005,133.460007,131.710007,131.770004,131.770004,8581100
2014-06-25,131.339996,132.360001,131.009995,131.229996,131.229996,6714200
2014-06-26,131.210007,131.220001,129.529999,130.919998,130.919998,6111400
2014-06-27,130.729996,130.949997,129.300003,130.360001,130.360001,8674700
2014-06-30,130.149994,130.630005,129.369995,130.550003,130.550003,5698900
2014-07-01,130.940002,131.419998,130.460007,130.539993,130.539993,4000500
2014-07-02,130.529999,130.919998,129.990005,130.229996,130.229996,5136800
2014-07-03,131.440002,131.589996,130.720001,131.190002,131.190002,3514000
2014-07-07,130.440002,130.639999,130.020004,130.470001,130.470001,3660000
2014-07-08,129.699997,130.380005,129.520004,129.899994,129.899994,4687600
2014-07-09,130.270004,131.690002,129.990005,131.389999,131.389999,5200800
2014-07-10,130.479996,130.860001,129.899994,130.250000,130.250000,4404800
2014-07-11,129.130005,129.889999,128.029999,128.470001,128.470001,5242700
2014-07-14,128.800003,129.500000,128.380005,129.259995,129.259995,4135800
